tile_id,temperature_1400_c,min_temperature_1400_c,max_temperature_1400_c,lat,lon,city,area,temperature_c,exceedance_h,threshold_c,area_reference_temperature_c,env_apparent_temperature_c,env_wet_bulb_c,env_relative_humidity_pct,env_heat_index_c,precipitation_mm,env_cloud_cover_context,solar_ghi,solar_dni,solar_dhi,fg_canopy_fraction,fg_vegetation_fraction,fg_building_fraction,fg_road_fraction,fg_impervious_fraction,fg_pervious_fraction,canopy_fraction,vegetation_fraction,building_fraction,road_fraction,impervious_fraction,pervious_fraction,canopy_geoid_legacy,blockgroup_area_km2,geoid_blockgroup,geoid_tract,population_acs_matched,population,poverty_fraction,no_vehicle_fraction,poverty_count,poverty_universe,households_total,no_vehicle_households,transit_stop_count,source_tile_id,source_exceedance_h,thermal_stress_index,vulnerability,exposure_multiplier,exposed_population,baseline_person_hours,equity_weighted_person_hours,high_vulnerability
miami::Little_Havana::297,33.1139,33.1139,33.1139,25.7598019688297,-80.20667414680611,miami,Little_Havana,33.1139,10.6822,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2319,0.2319,0.2979,0.14,0.2979,0.2577,0.16557153700000002,0.2319,0.2979,0.14,0.2979,0.2577,120860066016,0.325893,120860066084,12086006608,True,43.87943281997465,0.0494585894059116,0.1297653958944281,169,3417,1364,177,5,297,10.6822,1.0,0.16685913820105602,1.0692307692307692,46.91723970751136,1002.3586760071556,1127.7982046423347,False
miami::Little_Havana::298,33.2551,33.2551,33.2551,25.75979649632009,-80.20567056067125,miami,Little_Havana,33.2551,11.3346,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2319,0.2319,0.2979,0.14,0.2979,0.2577,0.16557153700000002,0.2319,0.2979,0.14,0.2979,0.2577,120860066016,0.325893,120860066084,12086006608,True,43.87943281997465,0.0494585894059116,0.1297653958944281,169,3417,1364,177,6,298,11.3346,1.0,0.16685913820105602,1.083076923076923,47.5248010850187,1077.349220756506,1212.1733926442632,False
miami::Little_Havana::299,33.3637,33.3637,33.3637,25.75979101689347,-80.2046669748272,miami,Little_Havana,33.3637,11.8366,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2319,0.2319,0.2979,0.14,0.2979,0.2577,0.142905254,0.2319,0.2979,0.14,0.2979,0.2577,120860066012,0.275244,120860066082,12086006608,True,22.45280551074683,0.0494585894059116,0.1297653958944281,169,3417,1364,177,7,299,11.8366,1.0,0.16685913820105602,1.096923076923077,24.62900050640383,583.0472547881992,656.012326636537,False
miami::Little_Havana::300,31.3169,31.3169,31.3169,25.76084425980293,-80.23376532243576,miami,Little_Havana,31.3169,2.3907,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.137521048,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064012,0.233002,120860064012,12086006401,True,38.88378640526691,0.1806378775049393,0.1554103122730573,640,3543,1377,214,4,300,2.3907,0.2540514287190736,0.5701304939739705,1.0553846153846154,41.03734996002015,123.0324682253606,175.64088963848187,False
miami::Little_Havana::301,31.3089,31.3089,31.3089,25.760838973845413,-80.23276172104649,miami,Little_Havana,31.3089,2.3741,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0906781769,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064011,0.173301,120860064011,12086006401,True,53.894668813220925,0.1806378775049393,0.1554103122730573,640,3543,1377,214,4,301,2.3741,0.25049867326572073,0.5701304939739705,1.0553846153846154,56.87960431672239,168.86467553534817,241.0708511936399,False
miami::Little_Havana::302,31.2974,31.2974,31.2974,25.76083368097038,-80.23175811993814,miami,Little_Havana,31.2974,2.3397,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0906781769,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064011,0.173301,120860064011,12086006401,True,53.894668813220925,0.1806378775049393,0.1554103122730573,640,3543,1377,214,6,302,2.3397,0.24443688593198415,0.5701304939739705,1.083076923076923,58.37207206847312,169.95664933339697,242.62975066235484,False
miami::Little_Havana::303,31.2819,31.2819,31.2819,25.760828381177845,-80.23075451911109,miami,Little_Havana,31.2819,2.2846,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0906781769,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064011,0.173301,120860064011,12086006401,True,53.894668813220925,0.1806378775049393,0.1554103122730573,640,3543,1377,214,7,303,2.2846,0.23547527631809034,0.5701304939739705,1.096923076923077,59.11830594434849,166.86536859298855,238.21664486029047,False
miami::Little_Havana::304,31.2617,31.2617,31.2617,25.76082307446782,-80.22975091856568,miami,Little_Havana,31.2617,2.2062,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.150780888,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064022,0.146784,120860064022,12086006402,True,51.640505777196424,0.1793340987370838,0.083232077764277,781,4355,1646,137,6,304,2.2062,0.22319901440048973,0.4795238246005516,1.083076923076923,55.93064010330197,150.93563715198917,205.21856264872142,False
miami::Little_Havana::305,31.2365,31.2365,31.2365,25.760817760840304,-80.22874731830231,miami,Little_Havana,31.2365,2.1016,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.150780888,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064022,0.146784,120860064022,12086006402,True,51.640505777196424,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,305,2.1016,0.20726852951334587,0.4795238246005516,1.0692307692307692,55.21561771561771,140.09281909614927,190.4762024051933,False
miami::Little_Havana::306,31.2056,31.2056,31.2056,25.760812440295307,-80.22774371832134,miami,Little_Havana,31.2056,1.9679,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.150780888,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064022,0.146784,120860064022,12086006402,True,51.640505777196424,0.1793340987370838,0.083232077764277,781,4355,1646,137,4,306,1.9679,0.18724181152294628,0.4795238246005516,1.0553846153846154,54.50059532793345,127.33372817703798,173.1283954291132,False
miami::Little_Havana::307,31.1689,31.1689,31.1689,25.76080711283284,-80.22674011862313,miami,Little_Havana,31.1689,1.8046,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.150780888,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064022,0.146784,120860064022,12086006402,True,51.640505777196424,0.1793340987370838,0.083232077764277,781,4355,1646,137,3,307,1.8046,0.16304795037871234,0.4795238246005516,1.0415384615384615,53.785572940249196,112.88711458427608,153.48616028445568,False
miami::Little_Havana::308,31.1292,31.1292,31.1292,25.760801778452908,-80.22573651920806,miami,Little_Havana,31.1292,1.624,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2777,0.2777,0.4731,0.1039,0.4731,0.2777,0.16350444799999997,0.2777,0.4731,0.1039,0.4731,0.2777,120860064023,0.153465,120860064023,12086006402,True,76.4343661421171,0.1793340987370838,0.083232077764277,781,4355,1646,137,3,308,1.624,0.13651840687255126,0.4795238246005516,1.0415384615384615,79.60933212032812,146.93541341325903,199.77968697015092,False
miami::Little_Havana::309,31.0898,31.0898,31.0898,25.76079643715552,-80.22473292007646,miami,Little_Havana,31.0898,1.4424,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2777,0.2777,0.4731,0.1039,0.4731,0.2777,0.16350444799999997,0.2777,0.4731,0.1039,0.4731,0.2777,120860064023,0.153465,120860064023,12086006402,True,76.4343661421171,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,309,1.4424,0.10997509260008234,0.4795238246005516,1.0692307692307692,81.72597610580213,130.84558208500266,177.9032625501171,False
miami::Little_Havana::310,31.0541,31.0541,31.0541,25.76079108894068,-80.22372932122875,miami,Little_Havana,31.0541,1.2764,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.16350444799999997,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064023,0.153465,120860064023,12086006402,True,76.4343661421171,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,310,1.2764,0.08579270913405947,0.4795238246005516,1.0692307692307692,81.72597610580213,113.26450543484756,153.99927706305363,False
miami::Little_Havana::311,31.0256,31.0256,31.0256,25.7607857338084,-80.22272572266527,miami,Little_Havana,31.0256,1.1424,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.16350444799999997,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064023,0.153465,120860064023,12086006402,True,76.4343661421171,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,311,1.1424,0.06791992818993312,0.4795238246005516,1.0692307692307692,81.72597610580213,99.70501464542485,135.56321211139596,False
miami::Little_Havana::312,31.0077,31.0077,31.0077,25.760780371758685,-80.22172212438639,miami,Little_Havana,31.0077,1.0571,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.133618603,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064033,0.173915,120860064033,12086006403,True,47.03447086220281,0.0510141364474492,0.1039290240811153,166,3254,1578,164,5,312,1.0571,0.06333576200238412,0.14016702478658508,1.0692307692307692,50.29070346035531,56.52937757468363,62.47204357544431,False
miami::Little_Havana::313,31.0041,31.0041,31.0041,25.760775002791544,-80.22071852639246,miami,Little_Havana,31.0041,1.0371,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.133618603,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064033,0.173915,120860064033,12086006403,True,47.03447086220281,0.0510141364474492,0.1039290240811153,166,3254,1578,164,5,313,1.0371,0.062413806791480786,0.14016702478658508,1.0692307692307692,50.29070346035531,55.41177355856142,61.23695113695006,False
miami::Little_Havana::314,31.0182,31.0182,31.0182,25.76076962690698,-80.21971492868389,miami,Little_Havana,31.0182,1.0991,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.174089298,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064032,0.271528,120860064032,12086006403,True,52.075660705341626,0.0510141364474492,0.1039290240811153,166,3254,1578,164,4,314,1.0991,0.06602479803418657,0.14016702478658508,1.0553846153846154,54.9598511444067,64.39469093003103,71.16420010981665,False
miami::Little_Havana::315,31.0536,31.0536,31.0536,25.760764244105008,-80.21871133126099,miami,Little_Havana,31.0536,1.26,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.174089298,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064032,0.271528,120860064032,12086006403,True,52.075660705341626,0.0510141364474492,0.1039290240811153,166,3254,1578,164,3,315,1.26,0.08417881377686585,0.14016702478658508,1.0415384615384615,54.23880353464043,74.0937477128473,81.88287284199555,False
miami::Little_Havana::316,31.1138,31.1138,31.1138,25.760758854385628,-80.21770773412418,miami,Little_Havana,31.1138,1.5366,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.174089298,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064032,0.271528,120860064032,12086006403,True,52.075660705341626,0.0510141364474492,0.1039290240811153,166,3254,1578,164,2,316,1.5366,0.12465601526454262,0.14016702478658508,1.0276923076923077,53.517755924874166,92.48651900670593,102.20918915823438,False
miami::Little_Havana::317,31.2024,31.2024,31.2024,25.760753457748866,-80.2167041372738,miami,Little_Havana,31.2024,1.9459,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.174089298,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064032,0.271528,120860064032,12086006403,True,52.075660705341626,0.0510141364474492,0.1039290240811153,166,3254,1578,164,4,317,1.9459,0.1844290877011638,0.14016702478658508,1.0553846153846154,54.9598511444067,126.67039659472495,139.98665605913948,False
miami::Little_Havana::318,31.3215,31.3215,31.3215,25.760748054194696,-80.21570054071023,miami,Little_Havana,31.3215,2.4984,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.174089298,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064032,0.271528,120860064032,12086006403,True,52.075660705341626,0.0510141364474492,0.1039290240811153,166,3254,1578,164,4,318,2.4984,0.2649871421488609,0.14016702478658508,1.0553846153846154,54.9598511444067,173.69752497217323,191.95752393828056,False
miami::Little_Havana::319,31.4673,31.4673,31.4673,25.760742643723155,-80.21469694443383,miami,Little_Havana,31.4673,3.1755,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2878,0.2878,0.3886,0.1555,0.3886,0.92,0.174089298,0.2878,0.3886,0.1555,0.3886,0.92,120860064032,0.271528,120860064032,12086006403,True,52.075660705341626,0.0510141364474492,0.1039290240811153,166,3254,1578,164,5,319,3.1755,0.36367183683256954,0.14016702478658508,1.0692307692307692,55.680898754172965,241.11721853761793,266.464730898044,False
miami::Little_Havana::320,31.6341,31.6341,31.6341,25.76073722633424,-80.21369334844496,miami,Little_Havana,31.6341,3.9507,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2878,0.2878,0.3886,0.1555,0.3886,0.92,0.142062321,0.2878,0.3886,0.1555,0.3886,0.92,120860066015,0.277665,120860066083,12086006608,True,23.26544577098302,0.0494585894059116,0.1297653958944281,169,3417,1364,177,5,320,3.9507,0.4766224996037945,0.16685913820105602,1.0692307692307692,24.87613047820492,145.1196960282055,163.2806065896547,False
miami::Little_Havana::321,31.8161,31.8161,31.8161,25.760731802027955,-80.212689752744,miami,Little_Havana,31.8161,4.7974,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2878,0.2878,0.3886,0.1555,0.3886,0.92,0.142062321,0.2878,0.3886,0.1555,0.3886,0.92,120860066015,0.277665,120860066083,12086006608,True,23.26544577098302,0.0494585894059116,0.1297653958944281,169,3417,1364,177,5,321,4.7974,0.599943788410351,0.16685913820105602,1.0692307692307692,24.87613047820492,190.93848903664943,214.83336283419973,False
miami::Little_Havana::322,32.0078,32.0078,32.0078,25.76072637080432,-80.21168615733131,miami,Little_Havana,32.0078,5.689,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2878,0.2878,0.3886,0.1555,0.3886,0.92,0.142062321,0.2878,0.3886,0.1555,0.3886,0.92,120860066015,0.277665,120860066083,12086006608,True,23.26544577098302,0.0494585894059116,0.1297653958944281,169,3417,1364,177,4,322,5.689,0.7298171908009639,0.16685913820105602,1.0553846153846154,24.55399353676054,241.63413157806386,271.87327879437106,False
miami::Little_Havana::323,32.2033,32.2033,32.2033,25.760720932663325,-80.21068256220727,miami,Little_Havana,32.2033,6.5988,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2878,0.2878,0.3886,0.1555,0.3886,0.92,0.142062321,0.2878,0.3886,0.1555,0.3886,0.92,120860066015,0.277665,120860066083,12086006608,True,23.26544577098302,0.0494585894059116,0.1297653958944281,169,3417,1364,177,1,323,6.5988,0.8623126948197524,0.16685913820105602,1.0138461538461538,23.587582712427402,289.868488242395,326.1438928472217,False
miami::Little_Havana::324,32.3969,32.3969,32.3969,25.760715487605,-80.20967896737224,miami,Little_Havana,32.3969,7.5,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2878,0.2878,0.3886,0.1555,0.3886,0.92,0.142062321,0.2878,0.3886,0.1555,0.3886,0.92,120860066015,0.277665,120860066083,12086006608,True,23.26544577098302,0.0494585894059116,0.1297653958944281,169,3417,1364,177,0,324,7.5,0.9575695724048575,0.16685913820105602,1.0,23.26544577098302,341.57796547283726,384.324519183288,False
miami::Little_Havana::325,32.5828,32.5828,32.5828,25.760710035629327,-80.20867537282656,miami,Little_Havana,32.5828,8.3655,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.1609,0.64,0.5801,0.0132,0.5801,0.64,0.16557153700000002,0.64,0.5801,0.0132,0.5801,0.64,120860066016,0.325893,120860066084,12086006608,True,43.87943281997465,0.0494585894059116,0.1297653958944281,169,3417,1364,177,0,325,8.3655,1.0,0.16685913820105602,1.0,43.87943281997465,734.146790510996,826.0211160942979,False
miami::Little_Havana::326,32.7554,32.7554,32.7554,25.76070457673633,-80.20767177857064,miami,Little_Havana,32.7554,9.1686,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.1609,0.64,0.5801,0.0132,0.5801,0.64,0.16557153700000002,0.64,0.5801,0.0132,0.5801,0.64,120860066016,0.325893,120860066084,12086006608,True,43.87943281997465,0.0494585894059116,0.1297653958944281,169,3417,1364,177,0,326,9.1686,1.0,0.16685913820105602,1.0,43.87943281997465,804.6259355064392,905.3203281360563,False
miami::Little_Havana::327,32.9087,32.9087,32.9087,25.760699110926016,-80.20666818460484,miami,Little_Havana,32.9087,9.8819,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2319,0.2319,0.2979,0.14,0.2979,0.2577,0.16557153700000002,0.2319,0.2979,0.14,0.2979,0.2577,120860066016,0.325893,120860066084,12086006608,True,43.87943281997465,0.0494585894059116,0.1297653958944281,169,3417,1364,177,2,327,9.8819,1.0,0.16685913820105602,1.0276923076923077,45.094555574989336,891.2397774729742,1002.7734033727052,False
miami::Little_Havana::328,33.0369,33.0369,33.0369,25.76069363819839,-80.2056645909295,miami,Little_Havana,33.0369,10.4785,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2319,0.2319,0.2979,0.14,0.2979,0.2577,0.142905254,0.2319,0.2979,0.14,0.2979,0.2577,120860066012,0.275244,120860066082,12086006608,True,22.45280551074683,0.0494585894059116,0.1297653958944281,169,3417,1364,177,5,328,10.4785,1.0,0.16685913820105602,1.0692307692307692,24.00723050764469,503.11952974870974,566.0820981082024,False
miami::Little_Havana::329,33.1358,33.1358,33.1358,25.760688158553464,-80.20466099754502,miami,Little_Havana,33.1358,10.9383,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2319,0.2319,0.2979,0.14,0.2979,0.2577,0.142905254,0.2319,0.2979,0.14,0.2979,0.2577,120860066012,0.275244,120860066082,12086006608,True,22.45280551074683,0.0494585894059116,0.1297653958944281,169,3417,1364,177,5,329,10.9383,1.0,0.16685913820105602,1.0692307692307692,24.00723050764469,525.1965789235398,590.9219653325333,False
miami::Little_Havana::330,31.364,31.364,31.364,25.761741407570028,-80.23375956355733,miami,Little_Havana,31.364,2.5785,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0945131302,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064013,0.260235,120860064013,12086006401,True,65.44085153803293,0.1806378775049393,0.1554103122730573,640,3543,1377,214,3,330,2.5785,0.2831284250249382,0.5701304939739705,1.0415384615384615,68.15916383268969,225.5077727515026,321.93441615684065,False
miami::Little_Havana::331,31.3347,31.3347,31.3347,25.76173612140192,-80.23275595462698,miami,Little_Havana,31.3347,2.498,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0945131302,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064013,0.260235,120860064013,12086006401,True,65.44085153803293,0.1806378775049393,0.1554103122730573,640,3543,1377,214,7,331,2.498,0.2683314044419548,0.5701304939739705,1.096923076923077,71.78358022556534,227.4313320701609,324.6804853439001,False
miami::Little_Havana::332,31.3034,31.3034,31.3034,25.761730828316026,-80.23175234597755,miami,Little_Havana,31.3034,2.4054,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0906781769,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064011,0.173301,120860064011,12086006401,True,53.894668813220925,0.1806378775049393,0.1554103122730573,640,3543,1377,214,6,332,2.4054,0.2519259220762634,0.5701304939739705,1.083076923076923,58.37207206847312,175.78064290957903,250.94407148940434,False
miami::Little_Havana::333,31.2703,31.2703,31.2703,25.76172552831235,-80.23074873760943,miami,Little_Havana,31.2703,2.2997,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.0906781769,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064011,0.173301,120860064011,12086006401,True,53.894668813220925,0.1806378775049393,0.1554103122730573,640,3543,1377,214,6,333,2.2997,0.23387259729458773,0.5701304939739705,1.083076923076923,58.37207206847312,165.63290328691392,236.45718001389727,False
miami::Little_Havana::334,31.2353,31.2353,31.2353,25.761720221390902,-80.22974512952298,miami,Little_Havana,31.2353,2.1798,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.116886501,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064021,0.184498,120860064021,12086006402,True,73.44253054233651,0.1793340987370838,0.083232077764277,781,4355,1646,137,6,334,2.1798,0.21404615982602043,0.4795238246005516,1.083076923076923,79.54391000277677,210.50323908289533,286.20922780477105,False
miami::Little_Havana::335,31.1985,31.1985,31.1985,25.7617149075517,-80.22874152171858,miami,Little_Havana,31.1985,2.0447,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.116886501,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064021,0.184498,120860064021,12086006402,True,73.44253054233651,0.1793340987370838,0.083232077764277,781,4355,1646,137,6,335,2.0447,0.19238161917031477,0.4795238246005516,1.083076923076923,79.54391000277677,193.93303972882745,263.67967442421104,False
miami::Little_Havana::336,31.1598,31.1598,31.1598,25.761709586794737,-80.22773791419657,miami,Little_Havana,31.1598,1.8931,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.116886501,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064021,0.184498,120860064021,12086006402,True,73.44253054233651,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,336,1.8931,0.1687355849831201,0.4795238246005516,1.0692307692307692,78.52701342603673,173.74363497625023,236.2292942341105,False
miami::Little_Havana::337,31.1196,31.1196,31.1196,25.761704259120027,-80.22673430695733,miami,Little_Havana,31.1196,1.7258,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.116886501,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064021,0.184498,120860064021,12086006402,True,73.44253054233651,0.1793340987370838,0.083232077764277,781,4355,1646,137,1,337,1.7258,0.1432829770260865,0.4795238246005516,1.0138461538461538,74.45942711907655,146.91423980141542,199.7508984198084,False
miami::Little_Havana::338,31.0797,31.0797,31.0797,25.76169892452758,-80.22573070000124,miami,Little_Havana,31.0797,1.5526,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.12174878100000001,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064024,0.180385,120860064024,12086006402,True,61.42417606785487,0.1793340987370838,0.083232077764277,781,4355,1646,137,4,338,1.5526,0.11737265650338653,0.4795238246005516,1.0553846153846154,64.82613043468992,112.46249649919307,152.9088313332575,False
miami::Little_Havana::339,31.0428,31.0428,31.0428,25.7616935830174,-80.22472709332864,miami,Little_Havana,31.0428,1.3864,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2365,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,0.12174878100000001,0.2365,0.4261999999999999,0.1455,0.4261999999999999,0.2365,120860064024,0.180385,120860064024,12086006402,True,61.42417606785487,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,339,1.3864,0.09286483456028659,0.4795238246005516,1.0692307692307692,65.67661902639867,99.50978526500982,135.29776987660267,False
miami::Little_Havana::340,31.0112,31.0112,31.0112,25.76168823458949,-80.22372348693992,miami,Little_Havana,31.0112,1.2399,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.12174878100000001,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064024,0.180385,120860064024,12086006402,True,61.42417606785487,0.1793340987370838,0.083232077764277,781,4355,1646,137,5,340,1.2399,0.07149916280073189,0.4795238246005516,1.0692307692307692,65.67661902639867,87.25479121070707,118.63535460776771,False
miami::Little_Havana::341,30.9876,30.9876,30.9876,25.761682879243864,-80.22271988083546,miami,Little_Havana,30.9876,1.1264,30.9,30.9143,33.0,24.6,72.3,38.0,0.1,56.0,844.0,700.53,193.32,0.2138,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,0.12174878100000001,0.2138,0.5771000000000001,0.0766,0.5771000000000001,0.2138,120860064024,0.180385,120860064024,12086006402,True,61.42417606785487,0.1793340987370838,0.083232077764277,781,4355,1646,137,6,341,1.1264,0.058188178741505524,0.4795238246005516,1.083076923076923,66.52710761810744,79.2965311816497,107.81496311398588,False
